Refereed Publications,Project,semantic_scholar_url
"Sprenger, M., Tetzlaff, D., Buttle, J., Carey, S.K., McNamara,J., Laudon, H., Shatilla, N.J., & Soulsby, C. (2018). Storage, mixing, and fluxes of water in the critical zone across northern environments inferred by stable isotopes of soil water. Hydrological Processes. doi: 10.1002/hyp.13135",Mountain Water Futures,https://www.semanticscholar.org/paper/22dec244f1b6c4d6dc851dc6c331a1fb385c9d04
"Streich, S,, &Westbrook, C.J. (2020). Hydrological function of a mountain fen at low elevation under dry conditions. Hydrological Processes, 34(2), 244-257.",Mountain Water Futures,https://www.semanticscholar.org/paper/acb99ea787c852934bfd566fd7c45705b926824e
"Tetzlaff, D., Piovano, T., Ala-Aho, P., Smith, A., Carey, S.K., Marsh, P., Wookey, P.A., Street, L.E., & Soulsby, C. (2018). Using stable isotopes to estimate travel times in a data-sparse catchment: Challenges and possible solutions. Hydrological Processes. doi:10.1002/hyp.13146  ",Mountain Water Futures,https://www.semanticscholar.org/paper/ba7aab606ce504955833ea892dda3a36d9400576
"Theriault, J.M., Tchuem, O., & Chartrand, J. (2020). On the transient snowline in the Canadian Rockies during extreme precipitation events, Climate Dyn. [In Prep]",Mountain Water Futures,https://www.semanticscholar.org/paper/f0ebd906c54fbb32b70244eb18c17f4795c0580f
"Wang, H,, Tetzlaff, D., Buttle, J., Carey, S.K., Laudon, H., McNamara, J.P., Spence, C., & Soulsby, C. (2019). Climate-phenology-hydrology interactions in northern high latitudes: Assessing the value of remote sensing data in catchment ecohydrological studies. Science of the Total Environment, 656, 19-28. doi: 10.1016/j.scitotenv.2018.11.361 ",Mountain Water Futures,https://www.semanticscholar.org/paper/b4dc0f2436759b627fdaa5ad695043cbe41b6d51
"Whitfield, P.H., Shook, K.R., & Pomeroy, J.W. (2020). Spatial patterns of temporal changes in Canadian Prairie streamflow using an alternative trend assessment approach. Journal of Hydrology, 582, 1-12. doi: 10.1016/ j.jhydrol.2020.124541. ",Mountain Water Futures,https://www.semanticscholar.org/paper/90e64de796b5acc1c236523c4b105f13a9f9af10
"Williamson, J., Petrone, R.M., Khomik, M., & Pomeroy, J. Assessing the role of tree growth patterns on the spatial variability of evapotranspiration on a subalpine transition zone in Kananaskis, Alberta. [Target Journal¢ Arctic, Antarctic and Alpine Research, Target submission date¢ June 2020]",Mountain Water Futures,https://www.semanticscholar.org/paper/f0ebd906c54fbb32b70244eb18c17f4795c0580f
"Markwart B., Liber K.*, Xie Y.-W., Raes K., Hecker M., Janz D., Doig L. E. Selenium Oxyanion Bioconcentration in Natural Freshwater Periphyton. Ecotox. Environ Safety, 30, 2019, 693-704.",Next Generation Solutions,https://www.semanticscholar.org/paper/4bdb6e74841ab7c31c15092baa79502dc3e3cb69
"Ruso, G.E., Morrissey, C.A., Hogan, N.S., Sheedy, C., Gallant, M.J., and Jardine, T.D. Detecting amphibians in agricultural landscapes using eDNA reveals the importance of wetland condition. Environment Toxicology and Chemistry, 2019. doi:10.1002/etc.4598",Next Generation Solutions,https://www.semanticscholar.org/paper/3ff531c92612fab7c5c7cff675e8ae49a56ec11b
"Hu, D., I.-C. Lou, M. Guo, W.-K. Ung, Y.-J. Kong, K.-M. Mok, J.P. Giesy and S., M.-Y. Lee. 2019. Temporal Changes in Microbial Community Composition in Eutrophic Reservoirs of Macau Determined by 16s rRNA Gene Sequences and Viral Metagenomics. Nature: Scientific Reports (In Press).",Next Generation Solutions,
"Li F.-L., Zhang X.-W, Xie Y.-W. and Wang J.-W. Sedimentary DNA reveals over 150 years¢ ecosystem change by human activities in Lake Chao, China. Environ. Internat. 2019, 133, 105214.",Next Generation Solutions,https://www.semanticscholar.org/paper/1a31647a747be3529b65172c3f4d9a51c3c1e35a
"Lee A.-H., Lee J., Hong S., Kwon B.-O., Xie Y.-W., Giesy J. P., Zhang X.-W., Khim J.-S. Integrated assessment of west coast of South Korea by use of benthic bacterial community structure as determined by eDNA, concentrations of contaminants, and in vitro bioassays, Environ. Internat. 2019, 137, 105569.",Next Generation Solutions,https://www.semanticscholar.org/paper/307e8fb16648f4c2b538571c340909cc61385b5a
"DeBofsky A., Xie Y.-W., Grimard C., Alcaraz A.-J., Brinkmann M., Hecker M., Giesy J. P. 2020. Differential responses of gut microbiota of male and female fathead minnow (Pimephales promelas) to a short-term environmentally-relevant, aqueous exposure to benzo[a]pyrene. Chemosphere. Volume 252, August 2020, 126461.",Next Generation Solutions,https://www.semanticscholar.org/paper/773396294c67ea18bde2dda3c022b054b21a2eb7
"Aukes, P. J. K., Schiff, S. L., English, M. C., and J. J. Venkiteswaran. In preparation. Dissolved organic matter quality over quantity when assessing disinfection by-products formation from three sub-arctic sites in the Northwest Territories, Canada.",Northern Water Futures,
"Aukes, P. J. K., Schiff, S. L., Venkiteswaran, J. J., Elgood, R. J., and J. Spoelstra. 2020. Hydrologic compartments are more important than ecozone in size-based characterization of freshwater dissolved organic matter across Canada. DOI: 10.1101/2020.04.03.024174.",Northern Water Futures,https://www.semanticscholar.org/paper/97e33e31c47219592a6e51f5e9e8560bb2e8f13a
"Baltzer, JL, Sonnentag, O. 2020. No beating around the bush: the impact of projected high¢ -latitude vegetation transitions on soil and ecosystem respiration. New Phytologist, doi: 10.1111/nph.16704.",Northern Water Futures,https://www.semanticscholar.org/paper/53f562a862f1452422015797bda5da02468b21fe
"Black, K.E., and J.L. Baltzer. In revision. Seasonal thaw and landscape position determine tall shrub function on the low arctic tundra. New Phytologist.",Northern Water Futures,https://www.semanticscholar.org/paper/853535ee0572b78ae504507b2e1b01ae1849666b
"Brown, G., and J.R. Craig. In review. Multi-gauge calibration of a hydrological model of the Liard river basin, Canadian Water Resources Journal.",Northern Water Futures,https://www.semanticscholar.org/paper/e1e259aff5c549e2329d727c50b4ef428c599a02
"Day, NJ, White, A, Johnstone, JF, Degre-Timmons, GD, Cumming, SR, Mack, MC, Turetsky, MR, Walker, XJ, Baltzer, JL. 2020. Environmental conditions and fire characteristics shape plant communities via regeneration strategy. Ecography, in press.",Northern Water Futures,https://www.semanticscholar.org/paper/8f81f0a6cd205abfcc074aac3d88b63ab0378dc4
"Day, N.J., Cumming, S.G., Dunfield, K.E., Johnstone, J.F., Mack, M.C., Reid, K.A., Turetsky, M.R., Walker, X.J., and J.L Baltzer. 2020. Identifying functional impacts of heat-resistant fungi on boreal forest recovery after wildfire. Frontiers in Forests and Global Change 3: Article68. DOI: 10.3389/ffgc.2020.00068.",Northern Water Futures,https://www.semanticscholar.org/paper/a03e66bb387bb180afadbc487373164269f53dc8
"Day, N.J., Dunfield, K.E., Johnstone, J.F., Mack, M.C., Turetsky, M.R., Walker, X.J., White, A.L., and J.L. Baltzer. 2019. Wildfire severity reduces richness and alters composition of soil fungal communities in boreal forests of western Canada. Global Change Biology 25: 2310-2324. DOI: 10.1111/gcb.14641.",Northern Water Futures,https://www.semanticscholar.org/paper/3cd269590d6acab2a369c4e2cdef8dd6acc70f20
"Dearborn, K.D., Wallace, C.A., Patankar, R., and J.L. Baltzer. In review. Forest response to permafrost thaw is strongly mediated by organic layer thickness in a boreal peatland. Journal of Ecology (JEcol-2020-0126).",Northern Water Futures,https://www.semanticscholar.org/paper/7c89cc472782d102b1927aa3d21e1d362e1b752f
"Dixon, H.J., Harrison, G., Lister, A. L., and D. L. MacLatchy. In preparation. Reproductive status of walleye (Sander vitreus) and lake whitefish (Coregonus clupeaformis) in two large, shallow subarctic lakes. Journal of Great Lakes Research.",Northern Water Futures,https://www.semanticscholar.org/paper/913910ec8246875eeb1a587568d27f9dee3e97c6
"Dixon, H.J., Whitehouse, J., Low, M., Low, G., and H.K. Swanson. In preparation. Combining traditional knowledge and western science to manage mercury concentrations in a Northern Pike population in a small subarctic lake. Arctic Science.",Northern Water Futures,
"Drysdale, M., Ratelle, M., Garcia-Barrios, J., Gamberg, M., Williams, M., Majowicz, S., Bouchard, M., Stark, K., Chalil, D., Skinner, K., and B. Laird. In preparation. Human biomonitoring results of contaminant and nutrient biomarkers in Old Crow, Yukon, Canada. International Journal of Hygiene and Environmental Health.",Northern Water Futures,https://www.semanticscholar.org/paper/253284a16ec8919dd59b1405bcfa9ed02c735cba
"Glass, B., Rudolph, D., and C. Duguay. In review. Identifying Groundwater Discharge Zones in the Central Mackenzie Valley Using Remotely Sensed Optical and Thermal Imagery. Canadian Journal of Earth Sciences. (cjes-2019-0169).",Northern Water Futures,https://www.semanticscholar.org/paper/b28b92d88b5b615872b624df91cf6cae1fdf5096
"Helbig, M., Waddington, J.M., Alekseychik, P., ...Marsh, P., ...Quinton, W.L., ...Sonnentag, O., et al. 2020. Peatland-dominated boreal ecoregions at risk of drying in a warmer climate. Nature Climate Change. DOI: 10.1038/s41558-020-0763-7.",Northern Water Futures,https://www.semanticscholar.org/paper/9da6c2a9bde1fcf331d5a4ac815f47b898d80b3f
"Holloway, J.E., Lewkowicz, A.G., Douglas, T.A., Li, X., Turetsky, M.R., Baltzer, J.L., and H. Jin. 2020. Impact of wildfire on permafrost landscapes: a review of recent advances and future prospects. Invited review for Permafrost and Periglacial Processes. DOI: 10.1002/ppp.2048.",Northern Water Futures,https://www.semanticscholar.org/paper/e0c1ead059996abac051a8cbacc098f6713c22ec
"Huang, X., Rudolph, D.L., and B. Glass. In review. Potential influence of roadbed frost load on water main failure. Geophysical Research Letters.",Northern Water Futures,
"Huang, X., and D.L. Rudolph. In preparation. Numerical and parametric study of coupled water, vapour, heat, stress and strain fields in variably saturated freezing soils. Computers and Geotechnics.",Northern Water Futures,
"Huang, X., and D.L. Rudolph. In preparation. An approximate analytical solution for one-dimensional freezing and thawing processes in soils with an estimation of frost heave. Advances in Water Resources.",Northern Water Futures,
"Huang, X., and D.L. Rudolph. In preparation. Thermal-hydraulic-mechanical modelling of groundwater dynamics in a permafrost basin. Water Resources Research.",Northern Water Futures,
"Jitnikovitch, A., Marsh, P., Walker, B., and D. Deilets. In preparation. Ground-based cosmic ray sensors for the continuous measurement of Arctic snow accumulation and melt. Arctic Science.",Northern Water Futures,
"Kay, M.L., Wiklund, J.A., Remmer, C.R., Neary, L.K., Brown, K., MacDonald, E., Thomson, K., Vucic, J.M., Wesenberg, K., Hall, R.I., and B.B. Wolfe. 2019. Bi-directional hydrological changes in perched basins of the Athabasca Delta (Canada) in recent decades caused by natural processes. Environmental Research Communications 1(8): 081001. DOI: 10.1088/2515-7620/ab37e7.",Northern Water Futures,https://www.semanticscholar.org/paper/7687692d32da3bcced3dac27a892cbb5de7cf975
"Kay, M.L., Wiklund, J.A., Remmer, C.R., Owca, T.J., Klemt, W.H., Neary, L.K., Brown, K., MacDonald, E., Thomson, K., Vucic, J. M., Wesenberg, K., Hall, R.I., and B.B. Wolfe 2020. Evaluating temporal patterns of metals concentrations in floodplain lakes of the Athabasca Delta (Canada) relative to pre-industrial baselines. Science of the Total Environment 704: 135309. DOI: 10.1016/j.scitotenv.2019.135309.",Northern Water Futures,https://www.semanticscholar.org/paper/2370b5cc177ccb711369a3e139ed655fa68ef7ab
"Knox, S.H., Jackson, R.B. et al. incl. Helbig, M., Sonnentag, O. 2019. FLUXNET-CH4 Synthesis Activity: objectives, observations, and future directions. Bulletin of the American Meteorological Society 100(12): 2607-2632. DOI: 10.1175/BAMS-D-18-0268.1.",Northern Water Futures,https://www.semanticscholar.org/paper/a08088263aec5735b5345445143fa886d59a527c
"Liu, Z., Kimball, J.S., Parazoo, N.C., et al. incl. Hurkuck, M., Helbig, M., Sonnentag, O. 2020. Increased high-latitude photosynthetic carbon gain during an anomalously warm spring offset by respiration carbon loss during preceding winter. Global Change Biology 26(2): 682-696. DOI: 10.1111/gcb.14863.",Northern Water Futures,https://www.semanticscholar.org/paper/4e0b4a718d6fde414a73c74300671bf1a15196c9
"Meyer, G., Humphreys, E.R., Lafleur, P, Marsh, P., Detto, M., Helbig, M., Boike, J., Voigt, C., Sonnentag, O. In preparation. The role of physiographic setting on carbon dioxide and energy fluxes for two Arctic dwarf shrub tundra sites. Environmental Research Letters.",Northern Water Futures,https://www.semanticscholar.org/paper/3f07f77b9ca0d5008fc6fe0393f4cd9b2a0ac598
"Natali, S.M., Watts, J.D., Rogers, B.M., Potter, S. et al. incl. Sonnentag, O. 2019. Large loss of CO2 in winter observed across the northern permafrost region. Nature Climate Change 9(11): 852-857. DOI: 10.1038/s41558-019-0592-8.",Northern Water Futures,https://www.semanticscholar.org/paper/07d1d5375846d95bff05bafce7d84c378c207e03
"Owca, T.J., Kay, M.L., Faber, J.A., Remmer, C.R., Zabel, N., Wiklund, J.A., Wolfe, B.B., and R.I. Hall. 2020. Use of pre-industrial baselines to monitor sources and pathways of metals in recently-deposited surface sediment of floodplain lakes in the Peace-Athabasca Delta (Alberta, Canada). Environmental Monitoring and Assessment 192: Article 106. DOI: 10.1007/s10661-020-8067-y.",Northern Water Futures,https://www.semanticscholar.org/paper/39ffadb5b9736a2a8f81f6481ac84d4031361fe9
"Pappas, C., Sonnentag, O., Standen, K.M., Perron, N., Detto, M., and J.L. Baltzer. In preparation. Functional and structural traits trade-offs in boreal species resource allocation and use.",Northern Water Futures,
"Pappas, C., Maillet, J., Rakowski, S., Baltzer, J.L., Barr, A.G., Black, A., Fatichi, S., Laroque, C.P., Matherny, A.M., Roy, A., Sonnentag, O., and T. Zha. In press. Aboveground tree growth is a minor and decoupled fraction of boreal forest carbon input. Agricultural and Forest Meteorology 290: 108030.",Northern Water Futures,https://www.semanticscholar.org/paper/865c14410c49ef5cc818ae37b295861aa61e544c
"Parmentier, F.-J., Sonnentag, O., Mauritz, A.-M., and E.A.G. Schuur. 2019. Is the northern permafrost zone a source or a sink for carbon? Eos 100. DOI : 10.1029/2019EO130507.",Northern Water Futures,https://www.semanticscholar.org/paper/9d48bde1e5f4c6e0d627d3976b5386fb1bca7d8c
"Paul, J.R., Kokelj, S.V., and J.L. Baltzer. 2020. Spatial and stratigraphic variation of near-surface ground ice in discontinuous permafrost of the Taiga Shield. Permafrost and Periglacial Processes, in press.",Northern Water Futures,https://www.semanticscholar.org/paper/e8fb17eaa4f51a91d07adddef74cbd8c98dfdab4
"Peltola, O., Vesala, T., Gao, Y. et al. incl. Helbig, M., Sonnentag, O. 2019. Monthly gridded data product of northern wetland methane emissions based on upscaling eddy covariance observations. Earth System Science Data 11(3): 1263-1289. DOI: 10.5194/essd-11-1263-2019.",Northern Water Futures,https://www.semanticscholar.org/paper/88aa36df7a0606a9493f348134771136342aa19c
"Peters R.L., Pappas, C., Hurley, A.G., Poyatos, R., Flo, V., Zweifel, R., Goossens, W., and K. Steppe. In review. Assimilate, process and analyse thermal dissipation sap flow data using the TREX R package. Tree Physiology.",Northern Water Futures,https://www.semanticscholar.org/paper/80690803e932399190f67b390a0bc5bc2a14a8f7
"Pretty, T.J., Chanyi, C.-M., Kuhn, C., and D.K. Gray. In preparation. How do forest fires affect water quality and invertebrates in subarctic lakes? Canadian Journal of Fisheries and Aquatic Sciences.",Northern Water Futures,
"Quinton, W.L., Berg, A.A., Braverman, M. et al. incl. Sonnentag, O. 2019. A synthesis of three decades of hydrological research at Scotty Creek, NWT, Canada. Hydrology and Earth System Science 23: 2015-2039. DOI: 10.5194/hess-23-2015-2019.",Northern Water Futures,https://www.semanticscholar.org/paper/e85942cf3a93df89913917f275bfe56c8956e419
"Radcliffe, J., Skinner, K., Spring, A., Picard, L., Benoit, F., and W. Dodd. In preparation. Virtual barriers: The challenges of an online transition for the Yellowknife farmers market in response to COVID-19 and the sustainability implications in the northern food context. Nutrition Journal.",Northern Water Futures,https://www.semanticscholar.org/paper/ba673ccaa94ceb59e0c3171be055e91737c23793
